Rotation,Type,Date_Time
*,BB2,2021-03-02 10:50:55.332642
*,BB5,2021-03-02 10:50:56.151150
*,BB2,2021-03-02 10:51:42.083917
5.1867,Run,2021-03-02 10:51:42.116540
*,EXIT,2021-03-02 10:52:15.716307
-,END,2021-03-02 10:52:30.754727
+,Session start,2021-03-02 10:52:50.524689
*,BB2,2021-03-02 10:53:15.097197
*,EXIT,2021-03-02 10:53:26.351211
-,END,2021-03-02 10:53:41.390690
+,Session start,2021-03-02 10:55:24.014580
*,BB2,2021-03-02 11:29:57.035282
*,BB5,2021-03-02 11:30:04.630999
*,BB2,2021-03-02 11:30:41.982826
0.4433,Run,2021-03-02 11:30:42.019013
*,EXIT,2021-03-02 11:30:51.737874
-,END,2021-03-02 11:31:06.775094
+,Session start,2021-03-02 11:31:22.014931
*,EXIT,2021-03-02 11:31:40.803902
-,END,2021-03-02 11:31:55.833408
+,Session start,2021-03-02 11:32:13.482121
*,BB2,2021-03-02 11:32:30.567521
*,BB5,2021-03-02 11:32:31.280359
*,BB2,2021-03-02 11:34:18.342312
0.6783,Run,2021-03-02 11:34:18.372117
*,EXIT,2021-03-02 11:34:24.785313
-,END,2021-03-02 11:34:39.817263
+,Session start,2021-03-02 11:35:16.372637
*,BB2,2021-03-02 11:35:31.245278
*,BB5,2021-03-02 11:35:48.573337
*,BB2,2021-03-02 11:35:52.793495
0.4175,Run,2021-03-02 11:35:52.816388
*,BB4,2021-03-02 11:36:01.034495
*,BB2,2021-03-02 11:37:29.132294
0.4933,Food,2021-03-02 11:37:29.156957
*,EXIT,2021-03-02 11:37:33.425241
-,END,2021-03-02 11:37:48.463194
+,Session start,2021-03-02 11:37:57.058072
*,BB2,2021-03-02 11:38:18.552260
*,BB5,2021-03-02 11:38:19.334473
*,BB2,2021-03-02 11:40:10.321377
0.8342,Run,2021-03-02 11:40:10.342819
*,EXIT,2021-03-02 11:40:17.571286
-,END,2021-03-02 11:40:32.599880
+,Session start,2021-03-02 11:40:47.914184
*,BB2,2021-03-02 11:41:07.625959
*,BB5,2021-03-02 11:41:08.669317
*,BB2,2021-03-02 11:41:31.895795
0.4467,Run,2021-03-02 11:41:31.920584
*,EXIT,2021-03-02 11:42:49.830025
-,END,2021-03-02 11:43:04.856947
+,Session start,2021-03-02 11:44:07.050578
*,BB2,2021-03-02 11:49:52.885410
*,BB5,2021-03-02 11:49:53.692388
*,BB2,2021-03-02 11:50:06.655709
0.4642,Run,2021-03-02 11:50:06.688282
*,BB4,2021-03-02 11:50:13.913911
*,BB2,2021-03-02 11:50:20.635417
0.4475,Food,2021-03-02 11:50:20.669473
*,EXIT,2021-03-02 11:50:28.878512
-,END,2021-03-02 11:50:43.917114
+,Session start,2021-03-02 11:51:05.691336
*,BB2,2021-03-02 11:52:36.968047
*,BB5,2021-03-02 11:52:37.541787
*,BB2,2021-03-02 11:52:53.664496
0.5017,Run,2021-03-02 11:52:53.691516
*,EXIT,2021-03-02 11:52:56.524950
-,END,2021-03-02 11:53:11.564352
